Trajectories
100
,,benjamin:piedDroit1,,,benjamin:piedDroit2,,,benjamin:piedGauche1,,,benjamin:piedGauche2,,,benjamin:tibiaGauche2,,,benjamin:tibiaDroite2,,,benjamin:cuisseDroite2,,,benjamin:cuisseGauche2,,,benjamin:ventreGauche1,,,benjamin:torse2,,,benjamin:epauleDroite2,,,benjamin:epauleGauche2,,,benjamin:brasGauche2,,,benjamin:brasDroit2,,,benjamin:avantBrasDroit2,,,benjamin:avantBrasGauche2,,,benjamin:tete1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
757,0,112.923,-499.746,87.2098,38.9123,-612.921,134.608,-71.6976,-405.978,142.235,-45.746,-281.195,108.785,-101.951,-434.723,540.881,92.9763,-606.5,482.278,112.234,-539.39,941.268,-137.702,-534.688,974.546,-18.3295,-515.296,1161.01,-14.0386,-542.702,1350.81,218.933,-536.472,1443.31,-158.767,-721.822,1466.6,-189.677,-878.89,1162.51,206.624,-433.425,1130.96,-17.5909,-374.557,1019.52,-230.093,-824.095,932.32,25.2626,-622.829,1772.38
758,0,113.08,-499.774,87.0941,39.0279,-613.43,134.427,-67.1853,-400.174,143.404,-39.3232,-276.322,109.817,-98.8033,-432.625,540.956,93.8451,-606.984,482.154,114.103,-538.998,941.003,-135.666,-532.486,974.101,-15.8745,-512.86,1161.06,-12.3322,-541.792,1350.15,221.066,-536.882,1443.15,-158.888,-718.093,1466.7,-192.754,-875.113,1163.03,210.423,-434.868,1130.4,-13.1829,-373.709,1019.34,-234.062,-821.084,932.733,27.0066,-621.701,1772.2
759,0,113.29,-499.7,86.8849,39.176,-613.835,134.251,-62.236,-395.265,143.415,-32.5921,-271.283,110.919,-95.565,-430.064,540.72,94.0264,-609.214,481.305,115.913,-541.938,940.576,-133.582,-529.931,973.792,-13.2559,-512.015,1160.69,-9.9946,-539.124,1350.3,223.299,-538.804,1442.93,-159.138,-714.027,1466.76,-195.932,-871.146,1163.59,214.519,-436.84,1129.66,-8.30916,-372.565,1018.94,-238.701,-818.149,933.344,28.8437,-620.457,1772.01
760,0,113.391,-499.659,86.7151,39.3272,-614.044,134.216,-57.7214,-389.901,144.391,-25.8929,-266.58,112.229,-92.2441,-427.084,540.814,95.449,-607.799,482.01,117.699,-539.269,940.33,-131.491,-527.681,973.345,-10.9893,-511.122,1160.35,-7.87634,-539.276,1349.49,225.659,-539.414,1442.27,-159.278,-709.862,1466.84,-199.308,-866.993,1164.16,218.858,-438.834,1128.83,-2.99955,-371.355,1018.27,-243.242,-814.545,934.035,30.5692,-618.882,1771.7
761,0,113.54,-499.581,86.5244,39.4332,-614.387,134.083,-52.7465,-385.831,144.371,-19.0236,-261.707,113.387,-88.7716,-425.104,540.75,96.1367,-608.016,481.945,119.507,-538.635,940.067,-129.753,-525.382,973.209,-8.50524,-508.528,1160.33,-5.68849,-535.84,1349.86,228.092,-541.165,1442.01,-159.47,-705.713,1466.98,-202.792,-862.659,1164.81,223.401,-441.198,1128.11,3.0232,-369.667,1017.31,-248.266,-810.781,934.745,32.3626,-617.372,1771.51
762,0,113.627,-499.558,86.3554,40.7889,-612.568,134.999,-47.7679,-379.961,145.666,-12.2446,-257.036,115.33,-85.2799,-422.328,540.667,96.7922,-607.932,481.889,121.281,-539.954,940.259,-127.59,-522.686,972.728,-6.0605,-507.652,1159.62,-3.53206,-534.104,1349.29,230.306,-542.711,1441.47,-159.714,-701.14,1467.04,-206.341,-858.141,1165.45,228.179,-443.633,1127.31,9.32511,-367.738,1016.26,-253.921,-807.128,935.722,34.1805,-615.896,1771.37
763,0,113.726,-499.496,86.2383,40.9341,-612.553,135.065,-42.5809,-375.264,146.606,-5.27406,-252.325,116.903,-81.7145,-419.736,540.661,97.7451,-607.67,481.876,122.995,-538.967,939.983,-125.816,-520.187,972.346,-3.77222,-505.854,1159.33,-1.31643,-532.545,1348.93,232.519,-543.98,1441.01,-159.741,-696.653,1467.17,-210.039,-853.423,1166.19,233.2,-446.293,1126.5,16.0808,-365.766,1014.83,-258.942,-802.997,936.777,35.9379,-614.237,1771.11
764,0,113.795,-499.408,86.0496,41.0183,-612.367,135.209,-37.713,-369.902,147.391,1.74005,-247.716,118.909,-78.2162,-417.034,540.799,98.6494,-607.596,481.841,124.691,-538.234,939.852,-123.572,-517.542,972.02,-1.48432,-503.65,1159.32,1.12446,-530.184,1348.76,235.184,-545.636,1440.55,-159.888,-692.154,1467.33,-213.742,-848.446,1166.87,238.325,-448.875,1125.5,23.5616,-364.037,1013.49,-264.818,-798.718,937.938,37.6924,-612.187,1770.68
765,0,113.863,-499.37,85.8848,41.1409,-612.403,135.259,-32.523,-365.769,147.84,8.71468,-242.94,120.57,-74.5211,-414.124,540.679,99.6969,-607.759,481.783,126.445,-538.081,939.477,-121.826,-515.271,971.616,0.846799,-502.94,1158.7,2.99756,-527.8,1348.75,237.097,-547.289,1440.02,-160.066,-687.4,1467.4,-217.709,-843.269,1167.54,243.61,-451.541,1124.52,31.4594,-361.655,1011.64,-270.587,-793.899,938.944,39.3268,-610.348,1770.49
766,0,113.892,-499.336,85.7917,41.3018,-612.641,135.091,-27.3008,-359.402,149.34,15.6769,-238.274,122.476,-70.8509,-411.581,540.76,100.586,-607.887,481.728,128.381,-537.402,939.153,-119.701,-512.396,971.063,3.50194,-500.622,1158.54,5.47912,-526.03,1348.18,239.065,-549.252,1439.44,-160.011,-682.643,1467.52,-221.691,-837.863,1168.27,249.033,-454.642,1123.56,39.9838,-358.999,1009.48,-276.526,-789.113,940.165,41.0802,-608.524,1770.32
767,0,113.938,-499.325,85.7112,41.4612,-612.811,134.984,-21.9485,-355.139,149.84,22.4948,-233.414,124.211,-67.2654,-409.073,540.888,101.342,-607.918,481.572,130.085,-536.851,938.741,-117.806,-509.853,970.688,5.87582,-498.984,1158.12,7.81786,-523.983,1347.65,241.616,-550.722,1439.09,-160.257,-677.493,1467.43,-225.894,-832.371,1169.05,254.561,-457.417,1122.69,48.5938,-356.607,1007.59,-283.175,-783.8,941.427,42.77,-606.579,1770.04
768,0,113.963,-499.291,85.6578,41.5309,-612.865,134.94,-16.9622,-350.097,150.856,28.8548,-228.417,125.903,-63.5144,-406.448,540.725,102.193,-607.574,481.448,131.866,-535.878,938.25,-115.965,-507.308,970.441,8.30886,-497.628,1157.52,9.95934,-521.815,1347.25,243.59,-552.262,1438.41,-160.291,-672.375,1467.39,-230.167,-826.479,1169.75,260.071,-460.257,1121.84,58.9048,-352.967,1005.85,-289.469,-778.697,942.82,44.4185,-604.443,1769.8
769,0,113.967,-499.286,85.5791,41.9124,-612.848,134.961,-11.5281,-345.084,151.72,35.8851,-223.725,127.961,-59.9574,-403.933,540.908,102.506,-608.847,480.49,133.491,-536.919,938.016,-113.81,-504.46,969.844,10.8655,-494.492,1157.72,12.2966,-519.184,1347.09,245.823,-554.627,1438.26,-160.206,-667.101,1467.39,-234.476,-820.446,1170.52,265.904,-463.507,1120.99,68.2698,-351.722,1003.24,-295.855,-772.635,944.093,46.0521,-602.202,1769.56
770,0,113.949,-499.264,85.5801,42.4495,-612.768,134.814,-6.517,-339.862,153.187,42.7066,-219.201,129.895,-56.3372,-401.716,540.797,103.876,-606.919,481.194,135.45,-533.842,937.599,-111.682,-501.887,969.372,13.2154,-493.132,1157.01,15.0901,-517.361,1346.84,247.478,-556.49,1437.7,-160.28,-661.856,1467.37,-238.919,-813.968,1171.25,271.71,-467.147,1120.01,77.6798,-350.952,1000.36,-302.871,-766.604,945.782,47.6561,-599.806,1769.31
771,0,113.939,-499.224,85.5692,42.511,-612.814,134.757,-1.52307,-335.552,153.691,48.9306,-214.444,131.728,-52.8439,-398.88,540.665,104.73,-606.767,481.23,137.333,-533.151,937.144,-109.688,-499.295,969.044,15.8321,-491.685,1156.33,16.8843,-515.609,1346.22,249.562,-558.592,1437.46,-160.146,-656.311,1467.27,-243.465,-807.387,1171.96,277.428,-470.616,1118.99,88.8519,-348.824,997.641,-309.444,-759.906,946.944,49.2572,-597.309,1769.01
772,0,113.993,-499.191,85.5305,42.5669,-612.919,134.711,3.34767,-330.792,154.984,54.7502,-210.341,133.543,-49.1902,-396.404,540.874,105.574,-606.959,481.477,138.998,-532.277,937.028,-107.638,-496.211,968.413,18.2133,-488.451,1156.27,19.276,-512.079,1346.13,251.516,-559.845,1436.89,-159.956,-650.738,1466.89,-248.161,-800.436,1172.82,283.344,-474.061,1118.07,99.8849,-346.155,995.243,-316.074,-752.687,948.406,50.8617,-594.837,1768.81
773,0,114.315,-499.1,85.6774,42.6468,-612.975,134.675,8.94921,-323.028,157.909,60.6194,-205.94,135.031,-45.6595,-393.405,541.119,106.292,-606.35,481.283,140.881,-531.147,936.412,-105.727,-493.381,968,20.8186,-487.392,1155.49,22.0276,-510.377,1345.59,253.517,-561.335,1436.44,-159.559,-645.031,1466.72,-252.77,-793.145,1173.59,289.542,-477.873,1117.29,111.369,-344.43,992.511,-323.037,-745.44,950.146,52.5658,-591.934,1768.46
774,0,114.047,-499.01,85.2539,42.713,-612.982,134.692,13.4947,-318.819,158.737,66.2503,-201.566,136.72,-41.967,-390.591,540.997,107.279,-605.869,481.265,142.805,-530.003,935.844,-104.161,-489.952,967.74,23.403,-486.115,1154.6,24.1709,-508.087,1345.31,254.852,-562.767,1435.81,-159.666,-639.333,1466.97,-257.484,-785.532,1174.42,295.492,-481.841,1116.48,123.312,-342.866,989.924,-330.366,-737.483,951.904,54.21,-589.09,1768.22
775,0,114.051,-498.941,85.1764,42.7946,-613.056,134.622,17.7047,-316.816,157.538,72.1669,-197.453,137.961,-38.5241,-387.463,541.417,108.319,-605.405,481.182,144.576,-528.097,935.446,-101.104,-488.816,966.823,25.783,-482.756,1154.33,26.4826,-505.124,1344.6,256.666,-564.958,1435.71,-159.344,-633.685,1467.07,-262.26,-777.62,1175.27,301.507,-485.89,1115.82,135.705,-341.202,987.482,-337.389,-729.34,953.647,55.7608,-586.136,1767.86
776,0,114.064,-498.883,85.1334,42.838,-613.263,134.456,22.7012,-310.169,160.189,77.9026,-193.565,139.423,-35.0404,-384.536,541.289,109.11,-605.04,481.052,146.402,-527.267,934.809,-98.9579,-486.72,966.079,28.2801,-482.063,1153.54,29.0106,-502.604,1344.07,257.919,-565.946,1435.13,-158.999,-627.422,1466.68,-266.866,-769.495,1176.22,307.421,-490.082,1115.25,148.525,-340.04,984.863,-344.638,-720.615,955.634,57.3088,-582.958,1767.5
777,0,114.093,-498.801,85.0681,42.8319,-613.456,134.304,27.355,-305.808,160.734,83.6221,-189.599,140.75,-31.6207,-381.117,541.539,109.867,-604.658,481.041,148.257,-526.041,934.297,-96.7526,-483.585,965.923,30.8801,-480.12,1153.01,31.274,-501.498,1343.31,259.46,-567.521,1434.98,-158.675,-621.26,1466.68,-271.553,-761.037,1177.13,313.428,-494.355,1114.48,161.52,-338.968,982.317,-351.424,-711.534,957.596,58.831,-579.604,1767.04
778,0,114.16,-498.734,84.9974,43.0421,-613.561,134.162,31.8724,-301.775,161.427,89.0614,-185.617,142.015,-28.2289,-378.074,541.885,110.777,-604.199,481.019,149.92,-524.382,933.828,-94.6082,-479.903,965.649,33.1557,-477.22,1152.47,33.6318,-498.372,1343.03,261.101,-569.04,1434.91,-158.349,-615.118,1466.71,-276.348,-752.872,1178.43,319.297,-498.686,1114.12,175.608,-335.664,980.872,-358.041,-701.703,959.392,60.3982,-576.342,1766.78
779,0,114.097,-498.58,84.8512,43.2534,-613.52,134.108,36.2936,-297.365,162.062,94.6498,-181.699,143.197,-24.7219,-375.327,541.484,111.972,-603.588,480.806,151.925,-522.988,933.226,-92.7232,-476.285,965.417,35.7345,-475.806,1151.81,36.1683,-495.02,1342.56,262.082,-569.586,1434.49,-157.724,-608.619,1466.52,-281.001,-743.978,1179.47,325.39,-503.305,1113.77,188.79,-337.644,977.405,-364.667,-691.491,961.54,61.8345,-573.082,1766.57
780,0,114.204,-498.502,84.858,43.4295,-613.522,134.04,40.4098,-293.505,162.791,99.5609,-178.116,143.942,-21.4794,-372.165,541.722,113.054,-603.038,480.6,153.229,-522.333,932.823,-90.2869,-473.298,965.204,38.1504,-473.766,1151.24,39.3077,-491.338,1342.44,263.575,-570.838,1434.34,-157.359,-602.473,1466.6,-285.617,-734.747,1180.47,330.974,-507.596,1113.65,202.791,-337.861,975.035,-371.441,-681.232,964.09,63.3348,-569.624,1766.32
781,0,114.17,-498.336,84.7532,43.6875,-613.39,134.051,44.6647,-289.551,163.219,104.44,-173.977,145.085,-18.2535,-369.107,541.624,114.65,-601.737,480.526,154.696,-521.443,932.383,-87.9597,-470.158,964.95,40.6437,-470.672,1150.79,41.0042,-490.081,1341.57,264.654,-571.974,1434.28,-156.702,-595.706,1466.49,-290.138,-725.327,1181.48,336.758,-512.142,1113.14,217.069,-338.065,972.979,-377.649,-670.466,966.89,64.8689,-565.759,1765.86
782,0,114.296,-498.295,84.685,43.7533,-613.351,134.051,48.4586,-285.428,164.1,108.988,-170.52,146.276,-15.1053,-365.836,541.714,114.922,-601.492,480.175,156.369,-520.722,931.991,-85.5609,-467.278,964.248,43.3429,-469.055,1150.17,43.4149,-487.121,1340.64,265.555,-572.398,1434.04,-155.895,-589.379,1466.55,-294.556,-715.77,1182.68,342.208,-516.927,1113.11,231.305,-338.775,970.806,-384.088,-658.938,969.591,66.198,-561.988,1765.62
783,0,114.984,-498.805,84.776,43.911,-613.224,133.887,52.3502,-281.519,164.698,113.243,-166.607,147.302,-11.969,-362.626,541.838,115.694,-600.988,479.951,157.747,-519.9,931.531,-83.4818,-464.211,964.018,45.7527,-466.608,1149.79,46.1346,-484.251,1340.25,266.589,-573.255,1433.86,-155.357,-582.691,1466.4,-298.701,-705.935,1183.75,347.482,-521.655,1112.92,246.768,-340.349,968.821,-389.978,-646.642,972.188,67.6046,-557.913,1765.18
784,0,114.684,-498.353,84.5569,44.2854,-613.091,133.657,55.9337,-277.711,165.281,117.542,-163.079,148.489,-8.78797,-359.36,541.588,116.691,-599.933,480.026,159.289,-518.622,931.343,-81.1158,-459.777,963.739,48.9746,-465.954,1148.53,49.0004,-479.618,1340.72,267.787,-574.055,1433.85,-154.409,-576.104,1466.52,-302.754,-695.986,1184.95,352.841,-526.65,1112.88,260.2,-341.906,967.034,-395.791,-634.201,974.839,68.8667,-553.886,1764.97
785,0,114.802,-498.332,84.4053,44.659,-612.956,133.412,59.5035,-273.855,165.495,121.209,-159.099,149.344,-5.92509,-356.316,541.644,117.757,-599.052,480.023,161.01,-517.724,931.119,-78.889,-455.342,963.934,51.042,-461.65,1148.51,50.4049,-478.397,1339.17,268.655,-574.451,1433.85,-153.584,-569.304,1466.52,-306.56,-685.679,1185.99,357.878,-531.479,1112.8,274.774,-344.032,965.152,-401.438,-621.033,977.59,70.1929,-549.886,1764.84
786,0,114.882,-498.254,84.2791,44.9295,-612.758,133.227,63.0252,-270.132,166.056,125.007,-155.546,150.016,-3.00719,-353.218,541.235,118.611,-598.359,479.776,163.196,-516.083,930.917,-76.363,-452.604,963.424,53.4453,-459.046,1147.99,52.8713,-474.555,1338.85,269.472,-574.223,1433.65,-152.686,-562.494,1466.46,-310.113,-675.219,1187.03,362.857,-536.563,1113.12,288.563,-347.097,963.289,-407.019,-607.9,980.783,71.5405,-545.603,1764.59
787,0,115.106,-498.529,84.0708,45.1911,-612.609,133.047,66.3238,-266.169,166.311,128.468,-151.901,150.397,-0.110988,-349.995,541.241,119.663,-597.128,479.666,164.674,-514.654,930.348,-74.0467,-449.375,962.715,55.6374,-455.696,1147.59,55.5158,-471.972,1338.38,270.309,-573.993,1433.44,-151.734,-556.015,1466.49,-313.624,-664.636,1188.05,367.637,-541.768,1113.66,303.928,-348.785,962.523,-412.215,-594.538,984.238,72.7614,-541.04,1764.28
788,0,115.103,-498.436,83.885,45.3369,-612.47,132.844,69.6626,-262.638,166.667,131.735,-148.262,150.907,2.71635,-346.755,540.862,120.647,-596.187,479.287,166.14,-512.926,929.799,-71.5873,-445.926,962.458,58.2371,-452.728,1147.31,57.7125,-468.808,1337.85,271.141,-573.873,1433.33,-150.742,-549.027,1466.49,-316.782,-654.07,1189.2,371.836,-546.423,1113.88,317.958,-353.795,960.329,-417.105,-580.28,987.302,74.0815,-536.613,1763.97
789,0,115.125,-498.333,83.6649,45.0749,-612.518,132.547,73.0317,-259.012,166.75,134.871,-144.525,151.193,5.31157,-343.304,540.673,121.57,-595.208,479.082,167.996,-511.314,929.675,-69.1377,-441.411,962.217,60.6415,-450.138,1146.59,59.8437,-465.159,1337.27,272.065,-573.937,1433.5,-149.464,-541.78,1466.17,-319.705,-643.234,1190.26,376.203,-550.988,1114,332.264,-358.378,959.056,-421.388,-565.681,990.36,75.3506,-531.932,1763.59
790,0,115.126,-498.181,83.4025,45.0283,-612.609,132.156,76.0673,-255.291,166.978,137.874,-140.923,151.227,7.89576,-340.377,540.075,122.65,-593.914,478.993,169.681,-509.399,929.177,-67.0209,-437.213,962.005,62.9881,-446.741,1146.16,61.9018,-461.123,1337.28,272.822,-573.694,1433.56,-148.327,-535.03,1466.14,-322.365,-632.327,1191.29,380.462,-556.213,1114.71,346.536,-362.83,958.004,-425.598,-551.502,993.861,76.5084,-527.025,1763.26
791,0,115.162,-498.035,83.1049,45.0008,-612.503,131.898,78.9579,-251.581,166.806,140.642,-137.198,151.243,10.2211,-337.337,539.472,123.42,-592.895,478.865,171.336,-507.472,928.534,-64.6585,-433.066,961.631,65.234,-443.2,1145.72,64.6109,-457.903,1336.34,273.561,-573.213,1433.67,-147.301,-528.119,1466.1,-324.716,-621.281,1192.23,384.469,-560.976,1115.23,360.571,-368.222,957.294,-429.372,-536.609,997.563,77.6503,-522.689,1763.15
792,0,115.402,-497.895,82.8021,45.1171,-612.227,131.646,81.7845,-248.325,166.698,143.293,-133.709,151.433,12.7469,-334.084,538.774,124.287,-591.478,478.623,172.981,-505.376,928.039,-62.7347,-428.528,960.991,67.8004,-439.87,1145.21,67.1758,-454.237,1335.79,274.208,-572.226,1433.72,-145.84,-520.861,1465.69,-326.784,-610.216,1193.14,388.134,-565.736,1115.93,374.016,-373.119,956.693,-432.783,-521.646,1000.83,78.7406,-517.451,1762.64
793,0,115.645,-497.55,82.3526,45.3379,-611.741,131.252,84.6341,-244.977,166.128,145.857,-130.285,150.939,14.9798,-330.581,538.005,125.183,-589.695,478.157,174.469,-503.055,927.55,-60.137,-424.563,960.546,70.4019,-436.671,1144.36,69.8883,-448.628,1336.26,274.819,-570.908,1433.67,-144.582,-513.823,1465.41,-328.693,-599.119,1194,391.632,-570.907,1116.72,387.977,-376.771,957.008,-435.809,-506.308,1004.31,79.8675,-512.202,1762.23
794,0,115.104,-497.715,82.2402,45.2918,-611.906,130.999,86.8661,-242.019,165.464,148.531,-127.412,150.302,17.2871,-327.797,537.017,126.138,-587.871,477.69,176.075,-500.616,926.724,-57.9246,-420.015,959.627,72.818,-433.041,1143.8,71.5332,-446.477,1334.68,275.273,-569.635,1433.61,-143.099,-506.665,1465.15,-330.242,-587.811,1194.67,395.028,-575.77,1117.76,400.871,-383.607,956.304,-438.695,-491.286,1007.93,81.0857,-507.033,1761.84
795,0,115.104,-497.635,82.0392,45.5348,-611.802,130.891,89.1551,-239.165,164.443,151.158,-124.533,149.354,19.4288,-324.114,536.022,127.216,-586.21,477.64,177.745,-498.465,926.255,-55.317,-415.5,959.106,75.0497,-429.077,1142.95,73.5236,-441.9,1334.21,275.836,-568.224,1433.71,-141.575,-499.303,1464.62,-331.638,-576.467,1195.24,398.112,-580.281,1118.52,413.031,-390.626,956.129,-440.828,-475.283,1011.1,82.1416,-501.647,1761.29
796,0,115.107,-497.55,81.858,45.8019,-611.744,130.665,91.258,-236.567,163.377,153.475,-122.531,147.576,21.6486,-320.488,535.247,128.325,-584.527,477.429,179.479,-495.979,925.43,-53.0445,-411.432,958.022,77.6278,-425.577,1142.3,76.1494,-438.335,1333.57,276.394,-566.868,1433.88,-140.182,-492.169,1464.16,-332.822,-564.923,1195.76,401.101,-585.317,1119.88,425.089,-397.742,955.941,-442.852,-459.952,1014.69,83.1796,-496.143,1760.77
797,0,115.1,-497.512,81.6528,46.1942,-611.694,130.363,93.3262,-234.478,161.853,155.879,-120.896,145.666,23.8762,-316.732,534.443,129.531,-582.565,476.857,181.215,-493.273,924.708,-50.7733,-406.911,957.078,80.118,-422.022,1141.01,78.6573,-433.947,1332.71,276.946,-564.575,1433.6,-138.673,-484.685,1463.5,-333.903,-553.252,1196.08,403.889,-589.827,1120.72,436.767,-405.354,955.94,-444.386,-443.782,1018,84.2616,-490.542,1760.2
798,0,115.126,-497.414,81.4733,46.6753,-611.474,130.14,94.8499,-232.782,159.846,157.994,-119.508,143.202,26.2033,-313.151,533.022,130.96,-580.392,476.625,182.785,-490.461,924.038,-48.5143,-402.243,956.232,82.404,-417.59,1140.49,80.8589,-429.77,1332.03,277.331,-562.835,1433.44,-137.225,-477.677,1462.99,-334.773,-541.414,1196.47,406.362,-594.584,1122.19,447.97,-413.155,956.161,-445.324,-428.053,1021.01,85.4871,-484.727,1759.6
799,0,115.166,-497.353,81.2794,46.9693,-611.309,129.923,96.4459,-231.526,157.907,159.786,-118.679,140.103,28.7113,-309.21,532.093,132.171,-578.424,476.247,184.367,-487.1,923.311,-46.317,-397.525,955.05,84.6438,-413.22,1139.45,83.0843,-425.481,1330.96,277.711,-560.617,1433.1,-135.757,-470.144,1462.1,-335.531,-529.543,1196.73,408.437,-598.446,1122.84,458.75,-421.039,956.533,-445.918,-411.951,1024.16,86.5096,-479.094,1758.88
800,0,115.196,-497.307,81.1161,47.3936,-611.08,129.725,97.4958,-230.745,155.069,161.539,-118.86,136.45,31.2746,-304.774,531.188,133.496,-575.738,475.7,186.059,-483.391,922.716,-43.9194,-392.355,954.458,86.6318,-408.897,1138.55,84.9827,-421.164,1330.44,278.344,-558.193,1432.73,-134.217,-462.88,1461.45,-336.186,-517.459,1196.95,410.565,-603.639,1124.74,469.22,-429.302,957.153,-446.427,-395.796,1026.92,87.7694,-473.38,1758.29
801,0,115.246,-497.281,80.9866,47.7518,-610.708,129.413,98.5853,-230.299,152.74,162.967,-118.534,132.671,34.1424,-300.407,529.95,135.13,-572.973,475.378,187.808,-479.734,922.184,-41.7098,-387.187,953.204,88.6077,-404.159,1137.47,86.9412,-416.466,1329.24,278.606,-555.69,1432.37,-132.702,-455.445,1460.4,-336.784,-505.276,1197.26,412.242,-607.752,1125.88,479.074,-437.493,957.882,-446.264,-379.485,1029.74,88.8994,-467.523,1757.69
802,0,115.303,-497.221,80.8454,46.5605,-613.948,127.272,100.044,-229.327,149.916,164.276,-117.919,128.815,36.9792,-295.701,528.747,136.472,-569.924,474.97,189.542,-475.813,921.446,-39.1586,-381.675,952.528,90.6899,-399.81,1136.53,88.87,-411.761,1328.76,279.053,-553.755,1432.4,-131.237,-448.091,1459.35,-337.326,-493.089,1197.68,413.718,-611.55,1127.04,488.485,-446.106,958.869,-445.903,-363.568,1032.51,90.1133,-461.247,1756.83
803,0,115.371,-497.126,80.7261,46.7017,-613.485,127.104,101.345,-228.039,148.018,165.622,-117.379,125.047,39.8442,-291.314,527.377,138.103,-566.687,474.445,191.604,-471.827,920.859,-36.9044,-376.085,951.489,92.8632,-394.892,1135.55,90.9146,-406.428,1327.84,279.456,-550.922,1432.07,-129.717,-440.54,1458.38,-337.646,-480.544,1197.82,414.947,-615.727,1128.42,497.3,-454.881,959.922,-444.747,-347.881,1034.95,91.1404,-455.368,1756.15
804,0,115.425,-497.056,80.5104,48.2418,-609.865,128.505,102.572,-226.245,145.835,167.11,-115.666,120.829,42.7325,-286.786,525.894,139.849,-563.293,474.01,193.515,-467.754,920.112,-34.3361,-370.105,950.491,94.9938,-390.304,1134.87,92.8877,-401.128,1327.41,279.282,-547.532,1431.44,-128.218,-432.958,1457.6,-337.826,-468.169,1198.1,415.862,-620.13,1130.34,505.474,-463.798,961.272,-443.641,-331.312,1037.66,92.2862,-449.543,1755.69
805,0,115.496,-496.848,80.2645,48.2008,-610.015,128.012,103.922,-224.066,143.673,168.589,-113.566,115.935,45.1965,-282.087,524.602,141.525,-559.812,473.53,195.37,-463.432,919.427,-31.7947,-364.43,949.447,97.1723,-385.064,1134.02,94.8456,-395.939,1326.67,279.408,-544.709,1431.09,-126.837,-425.266,1456.97,-337.778,-455.268,1198.08,416.471,-624.253,1132.2,513.147,-473.134,962.783,-442.205,-315.125,1040.13,93.4293,-443.587,1755.2
806,0,115.616,-496.683,79.9515,48.0682,-609.962,127.722,104.826,-222.296,141.343,169.474,-111.97,110.564,47.5557,-277.488,523.49,143.338,-555.721,472.906,197.469,-459.011,918.91,-29.2776,-358.249,949.06,99.4255,-379.757,1133.33,96.7534,-390.702,1326.17,279.496,-541.688,1430.77,-125.231,-417.423,1456.25,-337.629,-443.037,1198.55,416.704,-628.258,1134.03,520.375,-482.562,964.728,-440.434,-298.99,1042.44,94.3756,-437.077,1754.56
807,0,115.727,-496.413,79.3713,47.0547,-612.5,126.072,105.37,-220.325,139.317,169.808,-109.912,106.249,49.9262,-272.503,523.083,145.307,-551.859,472.774,199.441,-454.45,918.315,-26.7167,-352.242,948.419,101.764,-374.644,1132.78,98.7267,-385.635,1325.77,279.643,-538.544,1430.54,-123.74,-409.527,1455.69,-337.228,-430.675,1198.76,416.667,-632.079,1136.16,526.861,-492.03,966.927,-438.219,-282.984,1044.67,95.5913,-431.122,1754.49
808,0,115.922,-496.058,78.7517,47.2444,-611.9,126.024,105.617,-218.549,137.943,169.712,-108.916,102.443,51.8058,-267.081,522.907,147.377,-547.113,472.178,201.386,-449.603,917.859,-24.1321,-346.321,948.845,104.344,-369.071,1132.47,100.692,-380.198,1325.28,279.894,-536.557,1431.23,-122.186,-401.428,1455.03,-336.598,-418.192,1198.94,416.215,-636.036,1138.32,532.874,-501.492,969.187,-435.862,-267.488,1047.11,96.5686,-424.923,1754.48
809,0,116.141,-495.605,77.804,47.5929,-611.171,125.993,105.595,-217.232,136.68,169.405,-107.678,99.7286,53.7172,-261.7,523.14,149.508,-542.331,472.005,203.098,-444.966,917.794,-21.699,-340.214,949.293,106.936,-363.413,1132.38,102.763,-375.032,1325.65,280.001,-533.591,1431.68,-120.562,-393.492,1454.7,-335.691,-405.649,1199.12,415.433,-639.614,1140.71,538.685,-511.402,971.828,-432.914,-251.793,1049.28,97.6375,-418.34,1754.41
810,0,116.339,-495.1,76.8325,48.0573,-609.887,126.374,105.754,-216.152,135.655,169.643,-106.876,97.5084,55.4896,-255.9,523.592,151.767,-537.047,472.16,204.753,-440.181,917.556,-19.2827,-334.499,950.283,109.564,-358.333,1132.25,104.942,-369.838,1325.44,280.064,-530.209,1432.46,-118.919,-385.234,1454.33,-334.628,-393.304,1199.5,414.2,-643.135,1143.37,543.033,-520.634,974.523,-429.773,-236.656,1051.64,98.4719,-412.12,1754.61
